s.no,Name,Location,Year,KmDriven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,doubleKmDriven
1467,Maruti Ciaz ZDi SHVS,Chennai,2014,90000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.85,45000
1468,Toyota Corolla Altis Aero D 4D J,Pune,2011,232000,Diesel,Manual,Second,21.43 kmpl,1364 CC,138 bhp,5.0,,5.75,116000
1469,Tata Indica V2 eLS,Chennai,2015,400292,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5.0,,2.0,200146
1470,Maruti 800 Std BSIII,Jaipur,2006,330000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,,0.9,165000
1471,Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,44000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,3.8,22000
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,19000,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5.0,21.77 Lakh,16.35,9500
1473,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,304000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,,16.5,152000
1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,70820,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,8.7,35410
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,24000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.1,12000
1476,Mini Cooper Countryman D,Hyderabad,2013,102000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5.0,,21.94,51000
1477,Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,84000,Diesel,Automatic,Second,13.0 kmpl,2987 CC,210 bhp,5.0,,22.0,42000
1478,Maruti Alto K10 LXI,Delhi,2015,102000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.65,51000
1479,Maruti Swift VXI Optional,Kochi,2017,170108,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.27,85054
1480,Chevrolet Sail LT ABS,Kolkata,2014,90000,Diesel,Manual,First,22.1 kmpl,1248 CC,74 bhp,5.0,,2.48,45000
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,140000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,6.0,70000
1482,Toyota Fortuner 3.0 Diesel,Mumbai,2009,184000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,8.9,92000
1483,BMW 3 Series 320d Sport Line,Hyderabad,2012,114312,Diesel,Automatic,Second,18.88 kmpl,1995 CC,184 bhp,5.0,,18.0,57156
1484,Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,212844,Petrol,Manual,First,16.8 kmpl,1395 CC,138.02 bhp,5.0,,11.64,106422
1485,Toyota Fortuner 3.0 Diesel,Kolkata,2019,160000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,8.99,80000
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,148000,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5.0,,5.25,74000
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,74000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,2.95,37000
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,128000,Diesel,Manual,Second,21.02 kmpl,1248 CC,88.76 bhp,5.0,,2.65,64000
1489,Volkswagen Vento Petrol Highline,Pune,2013,228788,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,4.0,114394
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,110000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,18.35 Lakh,12.5,55000
1491,Maruti Ritz VXI,Mumbai,2014,66000,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,3.25,33000
1492,Honda CR-V 2.0L 2WD MT,Delhi,2008,140000,Petrol,Manual,First,13.1 kmpl,1997 CC,141.1 bhp,5.0,,4.0,70000
1493,Mahindra XUV500 W8 2WD,Delhi,2012,150000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,,6.25,75000
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,232380,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,9.19 Lakh,5.8,116190
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,29780,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,8.09 Lakh,5.0,14890
1496,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,35304,Diesel,Automatic,First,12.9 kmpl,2993 CC,270.88 bhp,5.0,,58.73,17652
1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,113284,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,23.25 Lakh,17.49,56642
1498,Maruti A-Star Vxi,Pune,2011,138000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5.0,,1.95,69000
1499,Honda Accord VTi-L (AT),Mumbai,2007,160000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5.0,,3.0,80000
1500,Hyundai i20 Asta (o),Delhi,2014,169460,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,5.5,84730
1501,Toyota Fortuner 4x2 AT,Delhi,2013,246000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,16.5,123000
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,80000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,,14.5,40000
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,60224,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,7.79,30112
1504,Maruti Ertiga VDI,Kochi,2017,175100,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,8.27,87550
1505,Land Rover Range Rover Sport SE,Kochi,2019,104052,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5.0,1.39 Cr,97.07,52026
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,112000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,,2.15,56000
1507,Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,190000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5.0,,3.0,95000
1508,BMW X3 xDrive20d,Coimbatore,2014,164356,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,,28.79,82178
1509,Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,83976,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,5.45,41988
1510,Maruti Swift Dzire VDI,Delhi,2013,144972,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.95,72486
1511,Volvo V40 Cross Country D3,Pune,2013,184000,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5.0,,16.0,92000
1512,Maruti Swift Dzire ZXi,Delhi,2013,80000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,4.25,40000
1513,Land Rover Range Rover 2.2L Pure,Bangalore,2014,112000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,34.5,56000
1514,Honda Accord 2.4 AT,Mumbai,2008,250000,Petrol,Automatic,Third,11.7 kmpl,2354 CC,177.6 bhp,5.0,,2.6,125000
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,116876,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,13.48,58438
1516,Toyota Fortuner 4x4 MT,Hyderabad,2018,159708,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,32.1,79854
1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,154372,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.17,77186
1518,Honda City 1.5 V MT,Kolkata,2015,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.5,32000
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,56452,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,11.52 Lakh,9.15,28226
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,190000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,4.5,95000
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,388000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,10.5,194000
1522,Honda Brio S MT,Coimbatore,2016,59284,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,5.37,29642
1523,Volkswagen Vento Petrol Trendline,Bangalore,2012,104000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,5.45,52000
1524,Mahindra XUV500 W4,Mumbai,2016,66000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,9.25,33000
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,58400,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,13.23 Lakh,7.7,29200
1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,199508,Diesel,Manual,First,17.72 kmpl,1968 CC,108.49 bhp,5.0,,7.99,99754
1527,Hyundai i10 Sportz,Chennai,2012,98000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.0,49000
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,598644,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.0,299322
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,76620,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5.0,10.06 Lakh,6.69,38310
1530,Maruti Swift VDI,Delhi,2014,112000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.25,56000
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,62600,Diesel,Automatic,First,21.72 kmpl,1498 CC,108.4 bhp,5.0,15.34 Lakh,10.5,31300
1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,44964,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,22.55,22482
1533,Hyundai Verna 1.6 SX VTVT,Pune,2014,96000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.2,48000
1534,Honda City i VTEC VX Option,Coimbatore,2019,47764,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,11.87,23882
1535,Honda City i DTEC SV,Hyderabad,2014,130000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.99,65000
1536,Volkswagen Vento Diesel Highline,Jaipur,2011,100000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.0,50000
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,50000,Diesel,Automatic,First,12.19 kmpl,2967 CC,236 bhp,5.0,,44.0,25000
1538,Maruti Alto 800 LXI,Chennai,2015,42000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.79,21000
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,296000,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,5.0,,2.9,148000
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,136000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,9.85,68000
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,104000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,,49.0,52000
1542,Mahindra Thar CRDe,Jaipur,2016,38000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,11.39 Lakh,9.25,19000
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,148000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.3 bhp,5.0,,3.75,74000
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,121116,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5.0,9.79 Lakh,7.29,60558
1545,Mini Cooper 3 DOOR D,Mumbai,2016,40000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,35 Lakh,23.5,20000
1546,Maruti Omni 8 Seater BSIV,Hyderabad,2013,69668,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.6,34834
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,180000,Diesel,Manual,Second,21.03 kmpl,1461 CC,65 bhp,5.0,9.26 Lakh,3.1,90000
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,77460,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,29.98,38730
1549,Renault Duster 110PS Diesel RxZ,Kochi,2016,114780,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,6.73,57390
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,200000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.5,100000
1551,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,100000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.35,50000
1552,Mahindra XUV500 W10 2WD,Coimbatore,2017,259844,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.13,129922
1553,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,289860,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,5.9,144930
1554,Maruti Ritz VXI,Hyderabad,2012,137552,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,3.9,68776
1556,Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,136000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,6.95,68000
1557,Honda City i DTec SV,Delhi,2015,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,7.0,33000
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,89556,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,8.68 Lakh,7.23,44778
1559,Maruti SX4 ZDI Leather,Mumbai,2012,180000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5.0,,3.81,90000
1560,Maruti Swift ZXI,Chennai,2012,84000,Petrol,Manual,Third,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.5,42000
1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,155068,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.6,77534
1562,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,42000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,48.0,21000
1563,Maruti Alto LXi BSIII,Coimbatore,2010,118272,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.96,59136
1564,Honda Amaze SX i-DTEC,Kolkata,2014,72000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.25,36000
1565,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,190000,Diesel,Automatic,Second,18.33 kmpl,1968 CC,167.7 bhp,5.0,,8.5,95000
1566,Hyundai Elantra CRDi SX AT,Mumbai,2013,102000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5.0,,8.75,51000
1567,Maruti Wagon R VXI BS IV,Kochi,2011,145644,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.08,72822
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,80000,Diesel,Automatic,First,12.81 kmpl,1999 CC,148.31 bhp,7.0,66.39 Lakh,41.5,40000
1569,Honda City i VTEC SV,Pune,2016,54600,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.0,27300
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,119252,Petrol,Automatic,Second,14.74 kmpl,1991 CC,181.03 bhp,5.0,,11.5,59626
1571,Maruti Wagon R LX BS IV,Pune,2011,142000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2.6,71000
1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,64000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,4.3,32000
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,101020,Diesel,Automatic,First,17.06 kmpl,1968 CC,141 bhp,5.0,36.45 Lakh,24.9,50510
1575,BMW X1 sDrive 20d Exclusive,Pune,2011,204000,Diesel,Automatic,First,15.06 kmpl,1995 CC,177 bhp,5.0,,13.75,102000
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,169108,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,,3.85,84554
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,92000,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,23.25,46000
1579,Hyundai Grand i10 Asta Option,Bangalore,2015,100000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.75,50000
1580,Hyundai i10 Magna 1.2,Mumbai,2008,124000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,1.65,62000
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,156000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,5.0,,6.5,78000
1582,Skoda Yeti Elegance,Chennai,2011,158000,Diesel,Manual,First,17.67 kmpl,1968 CC,138.08 bhp,5.0,,7.5,79000
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,27092,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,91.38 Lakh,72.94,13546
1584,Toyota Fortuner 3.0 Diesel,Chennai,2010,270000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,,11.0,135000
1585,Maruti Wagon R VXI Minor ABS,Kochi,2013,73432,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,,3.02,36716
1586,Hyundai EON Era,Coimbatore,2013,130120,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.32,65060
1587,Honda Brio S MT,Delhi,2013,66000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.24,33000
1588,Maruti Alto 800 VXI,Kolkata,2015,22220,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.35,11110
1589,Mahindra Bolero ZLX,Jaipur,2013,126000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.15 Lakh,5.5,63000
1590,Honda City i VTEC SV,Mumbai,2015,54060,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,6.75,27030
1591,Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,39200,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,,6.15,19600
1592,Maruti Swift VVT VXI,Pune,2016,111020,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,,5.45,55510
1593,Hyundai EON Magna Plus,Hyderabad,2013,40000,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.3,20000
1594,Maruti Swift Dzire ZXI,Kochi,2015,49564,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.21,24782
1595,Nissan Micra XV CVT,Coimbatore,2014,189212,Petrol,Automatic,First,19.34 kmpl,1198 CC,76 bhp,5.0,,5.21,94606
1596,Audi Q7 4.2 FSI quattro,Delhi,2008,142000,Petrol,Automatic,First,8.3 kmpl,4134 CC,250 bhp,7.0,,11.99,71000
1597,Maruti Swift Vdi BSIII,Pune,2010,270000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,,3.1,135000
1598,Tata Xenon XT EX 4X2,Jaipur,2017,2000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5.0,,7.5,1000
1599,Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,58000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,4.0,29000
1600,Honda City i VTEC SV,Kochi,2016,145468,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.73,72734
1601,Honda City i VTEC V,Bangalore,2015,76000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,7.8,38000
1602,Maruti 800 AC BSIII,Hyderabad,2011,335876,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,,1.3,167938
1603,Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,330484,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,4.42,165242
1604,Chevrolet Captiva LTZ VCDi,Pune,2009,178000,Diesel,Automatic,First,12.5 kmpl,1991 CC,147.9 bhp,7.0,,4.0,89000
1605,Mahindra XUV500 W10 2WD,Kolkata,2016,108000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,13.0,54000
1606,Honda Amaze VX i-DTEC,Kochi,2015,246764,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.38,123382
1607,Hyundai i20 1.2 Sportz Option,Chennai,2011,64400,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.25,32200
1608,Maruti Wagon R AMT VXI,Jaipur,2016,137260,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,3.87,68630
1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,122000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5.0,,8.25,61000
1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,65288,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,9.28,32644
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,170000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,7.0,,6.25,85000
1612,Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,150000,Petrol,Manual,Second,15.26 kmpl,1150 CC,74.9 bhp,5.0,,1.15,75000
1613,Maruti Ciaz ZXi Option,Kochi,2016,161388,Petrol,Manual,First,20.73 kmpl,1373 CC,91.2 bhp,5.0,,7.8,80694
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,121576,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.5,60788
1615,Honda Jazz 1.2 SV i VTEC,Kochi,2018,37328,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,7.56,18664
1616,Mahindra XUV500 W10 2WD,Coimbatore,2017,231388,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.08,115694
1617,Hyundai i20 1.2 Sportz,Bangalore,2012,208948,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.5,104474
1618,Hyundai Verna 1.6 SX,Chennai,2012,256000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.0,128000
1619,Hyundai i10 Era 1.1,Delhi,2011,108000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.2,54000
1620,Maruti Celerio VXI AT,Bangalore,2014,99600,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.0,49800
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,196000,Diesel,Manual,First,20.86 kmpl,1199 CC,73.9 bhp,5.0,,2.51,98000
1622,Maruti Swift VDI BSIV,Delhi,2015,240380,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.75,120190
1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,136000,Petrol,Manual,Second,16.0 kmpl,1086 CC,66.7 bhp,5.0,,2.0,68000
1624,Hyundai i10 Magna 1.2,Jaipur,2010,162804,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.1,81402
1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,76000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5.0,,6.25,38000
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,368956,Diesel,Automatic,Second,11.5 kmpl,2987 CC,210 bhp,5.0,,10.6,184478
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,98448,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.0,49224
1628,Maruti 800 Std BSIII,Jaipur,2004,24000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4.0,,0.45,12000
1629,Maruti Swift Lxi BSIII,Pune,2010,109796,Petrol,Manual,Third,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.5,54898
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,5000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,12.75,2500
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,65676,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,5.0,50.97 Lakh,30.29,32838
1632,Ford Ikon 1.3 Flair,Hyderabad,2006,54152,Petrol,Manual,First,13.8 kmpl,1299 CC,70 bhp,5.0,,1.6,27076
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,301780,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.54,150890
1634,Maruti Ciaz VXi Plus,Kochi,2015,186404,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,6.84,93202
1635,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,144000,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,6.0,72000
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,54000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,8.0,27000
1637,Audi A4 35 TDI Premium,Coimbatore,2016,272772,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,24.74,136386
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,137716,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.5,68858
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,92000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,,36.0,46000
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,161088,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,11.79,80544
1641,Nissan Sunny 2011-2014 XL,Jaipur,2011,84000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3.0,42000
1642,Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,379284,Diesel,Automatic,Second,20.0 kmpl,1968 CC,138.1 bhp,5.0,,6.75,189642
